id,createdTime,extraction_id,city,page_number,solution_name,climate_problem,category,subcategory,quote,context,solution_description,reasoning,confidence,technical_components,implementation_details,solution_type,source_file,extraction_date,matches_taxonomy,solution_quality_triage,has_tech_components,has_implementation,has_climate_link,solution_set,upsert_status,recategorize_to,original_cat,Last Updated Time,solution_key,file-page-quote,Created time,subcategory_link,category_link,taxonomy_mismatch_reason,solution_quality_notes,need_recat,solution_recat_notes,solution_type_manual,need_add_cat,solution_add_cat_notes
recFMCH25KWtvAtAn,2025-02-03T17:43:30.000Z,2b21fd6e-c220-4976-94be-93fc7958f780,Minneapolis,28,Energy Use Tracking with EnergySTAR Portfolio Manager,Energy efficiency and reduction in commercial buildings,Adaptation Planning,Building Energy Management Systems,"Using the EnergySTAR Portfolio Manager tool, building owners track their energy use over the course of a year or two.","BOMA has developed a program, called the Kilowatt Crackdown, which local chapters can implement. Using the EnergySTAR Portfolio Manager tool, building owners track their energy use over the course of a year or two.","The EnergySTAR Portfolio Manager tool is used by building owners to track and benchmark their energy use over time, promoting energy efficiency and reduction.","The EnergySTAR Portfolio Manager tool is a digital platform that enables tracking and benchmarking of energy use, promoting energy efficiency and reduction in commercial buildings.",0.8,"EnergySTAR Portfolio Manager tool
","Building owners track their energy use over the course of a year or two, compared to a benchmark of the previous year.",Climate Mitigation,Climate Action Plan minneapolis.pdf,2025-02-03T00:28:49.496Z,No,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Adaptation Planning,2025-02-09T21:43:29.000Z,Source: Climate Action Plan minneapolis.pdf + Page: 28+ solution: Energy Use Tracking with EnergySTAR Portfolio Manager,"Climate Action Plan minneapolis.pdf-28-Using the EnergySTAR Portfolio Manager tool, building owners track their energy use over the course of a year or two.",2025-02-03T17:43:30.000Z,"[""rec6jar28vdxQjSfU""]","[""reczirxn83VMd6Ynt""]",new pairing,,,,,,
recFMkRmpVHq95LNl,2025-01-29T15:31:46.000Z,8c25b062-9b42-4131-9f98-cf4df180cc17,Pune,46,Comprehensive Air Quality Monitoring and Spatial Modeling,Scientific and evidence-based air quality management,Hazard Monitoring,Predictive Modeling Systems,"comprehensive air quality monitoring of point and mobile sources, source apportionment study, and spatial modeling","To conduct comprehensive air quality monitoring of point and mobile sources, source apportionment study, and spatial modeling to generate information for scientific and evidence-based air quality management specific to different sources","The solution involves using spatial modeling and comprehensive monitoring to analyze air quality data, helping in the management of air pollution.","Spatial modeling is a digital technique that supports predictive analysis and management of air quality, aligning with climate adaptation goals.",0.7,"spatial modeling
",N/A,Climate Adaptation and Resilience,pune-resilience-strategy.pdf,2025-01-28T23:12:51.002Z,Yes,pending,Yes,No,Yes,"[""rec6EZstJhKvqO24R""]",,,Hazard Monitoring,2025-02-09T21:43:29.000Z,Source: pune-resilience-strategy.pdf + Page: 46+ solution: Comprehensive Air Quality Monitoring and Spatial Modeling,"pune-resilience-strategy.pdf-46-comprehensive air quality monitoring of point and mobile sources, source apportionment study, and spatial modeling",2025-01-29T15:31:46.000Z,"[""recMxASM61CAWebMx""]","[""recZlMwcic72dQQ2g""]",,,,,,,
recFRw4LPOGahLsMg,2025-02-03T17:42:49.000Z,e8fce65c-ae5d-4cfc-bb4c-fae10bdfac62,Seoul,27,Ansimi Smart Safety Network,Enhancing public safety and emergency response capabilities in urban areas.,Emergency Management,Emergency Alert Systems,Ansimi is a 24-hour smart one-stop safety network that devices to monitor in real-time and provide rescue support as well with a control center in each district.,Ansimi is a 24-hour smart one-stop safety network that devices to monitor in real-time and provide rescue support as well with a control center in each district.,Ansimi is a smart safety network that uses real-time monitoring and connected devices to enhance public safety and provide rescue support.,"The solution uses smart technology and real-time monitoring to enhance emergency response, which is crucial for climate adaptation and resilience in urban settings.",0.9,"smart one-stop safety network, real-time, control center
","The network connects with 32,597 CCTVs and smart devices to monitor in real-time and provide rescue support.",Climate Adaptation and Resilience,Update-Seoul-Resilience-Strategy-English.pdf,2025-02-02T22:40:04.591Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Emergency Management,2025-02-09T21:43:29.000Z,Source: Update-Seoul-Resilience-Strategy-English.pdf + Page: 27+ solution: Ansimi Smart Safety Network,Update-Seoul-Resilience-Strategy-English.pdf-27-Ansimi is a 24-hour smart one-stop safety network that devices to monitor in real-time and provide rescue support as well with a control center in each district.,2025-02-03T17:42:49.000Z,"[""recuIENNK04W2UfHv""]","[""recz2FK1dAxPB2MvE""]",,,,,,,
recFWkWlThPxB5OSF,2025-02-03T17:43:03.000Z,7b008b47-1d3a-41fb-aad2-049941437dca,Wellington,78,Drone Delivered Food and Water Supplies,Ensuring timely delivery of essential supplies during recovery phases,Emergency Management,Emergency Supply Tracking,Drone delivered supplier Investigate food and water deliveries by drone,Enable community Not to be scored FALSE Future Other Drone delivered supplier Investigate food and water deliveries by drone Region‐wide Recovery sufficiency < 7‐days,"Utilizing drones to deliver food and water supplies to communities in need, enhancing recovery efforts by providing rapid and flexible distribution capabilities.",The use of drones for delivery is a modern technology that enhances the ability to respond to climate-related disruptions by providing rapid and flexible logistics solutions.,0.8,"drone
",Region-wide recovery sufficiency within 7 days,Climate Adaptation and Resilience,Wellington-Lifelines-PBC-MAIN-Combined-20191009.pdf,2025-02-02T23:17:27.553Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Emergency Management,2025-02-09T21:43:29.000Z,Source: Wellington-Lifelines-PBC-MAIN-Combined-20191009.pdf + Page: 78+ solution: Drone Delivered Food and Water Supplies,Wellington-Lifelines-PBC-MAIN-Combined-20191009.pdf-78-Drone delivered supplier Investigate food and water deliveries by drone,2025-02-03T17:43:03.000Z,"[""recuVN8L0k3ds3SNk""]","[""recz2FK1dAxPB2MvE""]",,,,,,,
recFd7dQGLVyBBfYJ,2025-02-03T17:43:23.000Z,3b281925-52f1-4152-ab48-3a8720614503,St. Louis,193,Cloud-based Computing Systems,Reducing energy usage and emissions from IT infrastructure,Infrastructure Adaptation,Smart Grid Management Systems,"The City government has migrated to cloud-based computing systems which will reduce energy usage and resultant emissions, cooling loads, and the required area for computer servers.","The City government has migrated to cloud-based computing systems which will reduce energy usage and resultant emissions, cooling loads, and the required area for computer servers.",The migration to cloud-based computing systems helps reduce energy consumption and emissions associated with traditional server infrastructure by optimizing resource use and cooling requirements.,"The solution involves modern digital technology (cloud computing) to optimize energy use and reduce emissions, aligning with climate mitigation goals.",0.9,"cloud-based computing systems
",The City government has implemented cloud-based systems to optimize energy use and reduce emissions.,Climate Mitigation,STL-Sustainability-Plan.pdf,2025-02-03T00:14:42.245Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: STL-Sustainability-Plan.pdf + Page: 193+ solution: Cloud-based Computing Systems,"STL-Sustainability-Plan.pdf-193-The City government has migrated to cloud-based computing systems which will reduce energy usage and resultant emissions, cooling loads, and the required area for computer servers.",2025-02-03T17:43:23.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
recFdWnK4HVht6pMg,2025-02-03T17:42:52.000Z,27b2ffc7-7c36-4969-9936-934873d17bca,Melbourne,55,Building Intelligence Systems,Enhancing building energy efficiency and management to reduce emissions and improve resilience.,Infrastructure Adaptation,Building Energy Management Systems,technological advances in building intelligence systems provide the foundation for using technology to enable a smarter city,"The installation of smart meters in buildings across the city, and technological advances in building intelligence systems provide the foundation for using technology to enable a smarter city.","Building intelligence systems use advanced technology to optimize building operations, improve energy efficiency, and reduce emissions.","Building intelligence systems enhance energy efficiency and management, contributing to both adaptation and mitigation efforts.",0.8,"building intelligence systems
",Part of a broader strategy to enable a smarter city.,Both Climate Adaptation and Climate Mitigation,climate-change-mitigation-strategy-2050.pdf,2025-02-02T22:45:10.517Z,Yes,pending,Yes,No,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: climate-change-mitigation-strategy-2050.pdf + Page: 55+ solution: Building Intelligence Systems,climate-change-mitigation-strategy-2050.pdf-55-technological advances in building intelligence systems provide the foundation for using technology to enable a smarter city,2025-02-03T17:42:52.000Z,"[""rec6jar28vdxQjSfU""]","[""recW69WCUlbIveX6W""]",,,,,,,
recFeKHhsgKyQeSro,2025-02-03T17:43:13.000Z,41651891-f29a-4f3d-a985-f9ac3c954b15,Pittsburgh,51,Pittsburgh Pollution Data Collection,Monitoring and improving outdoor air quality,Health Adaptation,Air Quality Health Alerts,"Pittsburgh Pollution Data Collection (Breathmo-Possible action lead(s) & Partners City of Pittsburgh, Resilient Pittsburgh and partners","Sub-actions Speck IAQ Monitor Deployment, Pittsburgh Pollution Data Collection (Breathmo-Possible action lead(s) & Partners City of Pittsburgh, Resilient Pittsburgh and partners",Collection of pollution data to monitor and address air quality issues in Pittsburgh.,"The solution involves collecting pollution data, which is a digital process that helps in monitoring and improving air quality, thus contributing to climate adaptation efforts.",0.7,"Pollution Data Collection
",Data collection efforts to monitor pollution levels in the city.,Climate Adaptation and Resilience,Pittsburgh-Resilience-Strategy-English.pdf,2025-02-02T23:48:12.645Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Health Adaptation,2025-02-09T21:43:29.000Z,Source: Pittsburgh-Resilience-Strategy-English.pdf + Page: 51+ solution: Pittsburgh Pollution Data Collection,"Pittsburgh-Resilience-Strategy-English.pdf-51-Pittsburgh Pollution Data Collection (Breathmo-Possible action lead(s) & Partners City of Pittsburgh, Resilient Pittsburgh and partners",2025-02-03T17:43:13.000Z,"[""recQUj2aLvYphoRJm""]","[""rechqr3Zono6Xqmcq""]",,,,,,,
recFePn7AutA0Fgsg,2025-02-03T18:13:57.000Z,9d269ee4-3486-451f-87b4-0590b4d10ee7,Miami,13,Resilience Data Repository and GIS Platform,Need for centralized access to resilience data for city departments to manage climate risks.,Data Integration Platforms,Open Data Sharing Platforms,"Create a resilience data repository and GIS platform accessible DoIT OCI, ORS, GCA 5.1b, to all City departments.","Create a resilience data repository and GIS platform accessible DoIT OCI, ORS, GCA 5.1b, to all City departments. This will include information such as Planning, RPW R305 #49, Citywide flood and heat vulnerability maps as well as data related RCAP ST-1 and to current building stock, land use codes, design requirements, ST-2 affordable housing stock, transit routes, emergency management facilities, and other critical infrastructure.","A GIS platform that serves as a centralized repository for resilience data, including flood and heat vulnerability maps, to support city departments in managing climate risks.","The solution involves creating a digital platform for data integration and sharing, which is central to climate adaptation efforts.",0.8,"resilience data repository, GIS platform
","Accessible to all City departments, includes various data types related to infrastructure and vulnerability.",Climate Adaptation and Resilience,miami-forever-climate-ready-2020-strategy.pdf,2025-02-03T01:50:41.105Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Data Integration Platforms,2025-02-09T21:43:29.000Z,Source: miami-forever-climate-ready-2020-strategy.pdf + Page: 13+ solution: Resilience Data Repository and GIS Platform,"miami-forever-climate-ready-2020-strategy.pdf-13-Create a resilience data repository and GIS platform accessible DoIT OCI, ORS, GCA 5.1b, to all City departments.",2025-02-03T18:13:57.000Z,"[""rech1ekNYeTNTpPeF""]","[""recbct4wUzEIwCsjH""]",,,,,,,
recFhHJE3283aqLSX,2025-02-03T18:13:57.000Z,c180e42b-b43d-480b-9468-3c8a87da7713,Vancouver,73,Cost-Benefit Analysis Tools with Social and Economic Indicators,risk reduction and resilience planning,Adaptation Planning,Cost-Benefit Analysis Tools,create cost–benefit analysis tools for risk reduction that also incorporate social and economic indicators,"data help us to pinpoint and prioritize and climate change hazards and to see where and how people and businesses may be affected. With regional projected strengthening data and modelling capabilities and establishing indicators for resilience, the project will deepen regional collaboration and enable strategic investment in resilient physical and social infrastructure.",The solution involves creating digital tools for cost-benefit analysis that integrate social and economic indicators to enhance risk reduction strategies.,The use of digital tools for cost-benefit analysis with integrated indicators supports strategic planning for climate adaptation and resilience.,0.7,"cost–benefit analysis tools
",N/A,Climate Adaptation and Resilience,resilient-vancouver-strategy.pdf,2025-02-03T01:48:49.900Z,Yes,pending,Yes,No,Yes,"[""recWpb3QxnEiVqlJo""]",,,Adaptation Planning,2025-02-09T21:43:29.000Z,Source: resilient-vancouver-strategy.pdf + Page: 73+ solution: Cost-Benefit Analysis Tools with Social and Economic Indicators,resilient-vancouver-strategy.pdf-73-create cost–benefit analysis tools for risk reduction that also incorporate social and economic indicators,2025-02-03T18:13:57.000Z,"[""reczJNIOBxv8UfHAT""]","[""reczirxn83VMd6Ynt""]",,,,,,,
recFkbpSZtAle7qFz,2025-02-03T18:14:10.000Z,3e6a6510-a057-4fa6-8d18-cf247103b392,Chicago,15,Tree Data Tool for Prioritizing Planting,Heat vulnerability and air quality issues in urban areas.,Ecosystem Protection,Urban Forest Management,A tree data tool that helps prioritize the planting of trees in areas of Chicago where the benefits of trees are most needed guides the initiative.,"A tree data tool that helps prioritize the planting of trees in areas of Chicago where the benefits of trees are most needed guides the initiative. By looking at tree canopy coverage and overlaying this data with public health metrics, heat vulnerability, and air quality data, the City is further able to analyze and prioritize tree planting at the community level.","The solution uses a data tool to overlay tree canopy coverage with public health metrics, heat vulnerability, and air quality data to prioritize tree planting in areas where it is most needed.","The solution uses a digital tool to integrate various data sources for decision-making, addressing urban heat and air quality issues through strategic tree planting.",0.8,"tree data tool, tree canopy coverage, public health metrics, heat vulnerability, air quality data
","The tool is used to guide the initiative of planting 75,000 trees by 2026 in Chicago.",Climate Adaptation and Resilience,Chicago-CAP-071822.pdf,2025-02-03T02:32:45.064Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Ecosystem Protection,2025-02-09T21:43:29.000Z,Source: Chicago-CAP-071822.pdf + Page: 15+ solution: Tree Data Tool for Prioritizing Planting,Chicago-CAP-071822.pdf-15-A tree data tool that helps prioritize the planting of trees in areas of Chicago where the benefits of trees are most needed guides the initiative.,2025-02-03T18:14:10.000Z,"[""recBaXzOMeMsGuBdz""]","[""reciGjhvWmulaMj4S""]",,,,,,,
recFnMwtG6jB8fqur,2025-02-03T18:14:01.000Z,d740731e-cf1c-4264-acc6-54540ee69a98,New York City,95,Real-time Information Signs for Bus Service,Improving transportation resilience and connectivity,Infrastructure Adaptation,Smart Grid Management Systems,real time information signs,"In the short term, this includes a package of bus service improvements, including additional Transit Signal corridors, real time information signs, and treatments for bus hot spots","The solution involves the use of real-time information signs to enhance bus service, providing passengers with up-to-date information on bus schedules and routes.","The use of real-time information signs is a digital solution that enhances transportation infrastructure, improving resilience by providing timely information to users.",0.8,"real time information signs
",The implementation involves installing real-time information signs along bus routes to improve service efficiency and passenger experience.,Climate Adaptation and Resilience,New-York-City-Resilience-Strategy-English.pdf,2025-02-03T02:09:21.164Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: New-York-City-Resilience-Strategy-English.pdf + Page: 95+ solution: Real-time Information Signs for Bus Service,New-York-City-Resilience-Strategy-English.pdf-95-real time information signs,2025-02-03T18:14:01.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
recFoKZaaNPcZ5YPp,2025-02-03T18:14:11.000Z,5de74f3f-6ab8-425e-9e18-eb291c8c934d,Chicago,28,Smart Thermostats for Energy Efficiency,Energy inefficiency in buildings,Infrastructure Adaptation,Building Energy Management Systems,"Retrofits for □ Are diverse workforce development, procurement, and contracting “ most building types can include weatherization, smart strategies used? thermostats, lighting and appliance replacements, and Prioritize low-income and □ In residential buildings, are savings benefiting renters?","Retrofits for □ Are diverse workforce development, procurement, and contracting “ most building types can include weatherization, smart strategies used? thermostats, lighting and appliance replacements, and Prioritize low-income and □ In residential buildings, are savings benefiting renters?",Smart thermostats are used in building retrofits to improve energy efficiency by automatically adjusting heating and cooling settings based on real-time data and user preferences.,"Smart thermostats are a digital technology that helps reduce energy consumption, thus mitigating climate change by lowering greenhouse gas emissions.",0.8,"smart thermostats
",Used in building retrofits to enhance energy efficiency.,Climate Mitigation,Chicago-CAP-071822.pdf,2025-02-03T02:33:45.028Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Chicago-CAP-071822.pdf + Page: 28+ solution: Smart Thermostats for Energy Efficiency,"Chicago-CAP-071822.pdf-28-Retrofits for □ Are diverse workforce development, procurement, and contracting “ most building types can include weatherization, smart strategies used? thermostats, lighting and appliance replacements, and Prioritize low-income and □ In residential buildings, are savings benefiting renters?",2025-02-03T18:14:11.000Z,"[""rec6jar28vdxQjSfU""]","[""recW69WCUlbIveX6W""]",,,,,,,
recFottSgTc7Jeflq,2025-01-29T15:31:53.000Z,b807b46f-a2f5-45aa-8afe-a28c4b3aadbf,Warsaw,263,Electric Car Sharing Platform,Promoting sustainable transportation options to reduce emissions and reliance on fossil fuels.,Community Resilience,Community Resource Mapping,creation of a city-wide internet platform and mobile application for car sharing,Ensuring a balanced participation of representatives of both sexes in the creation of a city-wide internet platform and mobile application for car sharing.,"Development of a digital platform and mobile app to facilitate electric car sharing, promoting sustainable transportation.","The solution involves digital platforms to promote electric car sharing, which reduces emissions and supports sustainable transport.",0.8,"internet platform, mobile application
","The platform and app are intended to be developed with gender inclusion in mind, potentially through a tender process.",Climate Mitigation,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf,2025-01-28T23:19:49.752Z,Yes,pending,Yes,Yes,Yes,"[""rec6EZstJhKvqO24R""]",,,Community Resilience,2025-02-09T21:43:29.000Z,Source: Warsaw_Zielona-Wizja-Warszawy-ENG.pdf + Page: 263+ solution: Electric Car Sharing Platform,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf-263-creation of a city-wide internet platform and mobile application for car sharing,2025-01-29T15:31:53.000Z,"[""recPowvweSiYvhdrY""]","[""recsKvsr32KNM9vvq""]",,,,,,,
recFqfK4SEgkmb2H9,2025-02-03T18:13:46.000Z,78f76de1-4319-4bd1-bc15-d1a7a447b653,Honolulu,34,Live Data Monitoring Systems,Capturing real-time data for disaster preparedness and response,Hazard Monitoring,Real-Time Analytics Platforms,install appropriate live data monitoring systems to capture real-time data,"The City will update and incorporate applicable data-sets into its central Lōkahi database, including building metrics (age, building materials, hurricane rating), SPOTLIGHT natural environment (soil, slope, elevation, humidity, permeable surfaces), and install appropriate live data monitoring systems to capture real-time data.",The solution involves installing live data monitoring systems to capture real-time data for better disaster preparedness and response.,"The use of live data monitoring systems provides real-time insights, crucial for adaptive response to climate-related events.",0.8,"live data monitoring systems, real-time data
",Systems will capture real-time data for integration into the central Lōkahi database.,Climate Adaptation and Resilience,Ola_Oahu_Resilience_Strategy.pdf,2025-02-03T01:07:56.895Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Hazard Monitoring,2025-02-09T21:43:29.000Z,Source: Ola_Oahu_Resilience_Strategy.pdf + Page: 34+ solution: Live Data Monitoring Systems,Ola_Oahu_Resilience_Strategy.pdf-34-install appropriate live data monitoring systems to capture real-time data,2025-02-03T18:13:46.000Z,"[""rec1FN2bL52d8k28e""]","[""recZlMwcic72dQQ2g""]",,,,,,,
recFrUBjR4jZd2za5,2025-02-03T17:43:34.000Z,51c1f8c5-4ba1-4991-bf8c-b88910b4eed1,Houston,70,Flood Detection Sensors on Light Poles,flooding and dangerous conditions,Hazard Monitoring,Flood Alert Networks,researchers have built flood detection sensors for light poles and elevated surfaces to transmit data and quickly alert the public of dangerous conditions.,"Smart City Houston, researchers have built flood detection sensors for light poles and elevated surfaces to transmit data and quickly alert the public of dangerous conditions.",Flood detection sensors are installed on light poles and elevated surfaces to monitor flood conditions and transmit data in real-time to alert the public of potential dangers.,"The solution uses digital sensors to monitor flood conditions and provides real-time alerts, enhancing resilience to flooding.",1,"flood detection sensors, transmit data, alert the public
",Installed on light poles and elevated surfaces in Houston as part of Smart City efforts.,Climate Adaptation and Resilience,Resilient-Houston-20200518-double-page.pdf,2025-02-03T00:47:33.701Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Hazard Monitoring,2025-02-09T21:43:29.000Z,Source: Resilient-Houston-20200518-double-page.pdf + Page: 70+ solution: Flood Detection Sensors on Light Poles,Resilient-Houston-20200518-double-page.pdf-70-researchers have built flood detection sensors for light poles and elevated surfaces to transmit data and quickly alert the public of dangerous conditions.,2025-02-03T17:43:34.000Z,"[""recGAkb4Pp2LA6HoF""]","[""recZlMwcic72dQQ2g""]",,,,,,,
recFrWmLcgX7twOxh,2025-02-03T18:13:40.000Z,8a369712-efa3-4698-a9b9-05f62185062d,Houston,28,Streamlined Rider Apps and Bus Tracking,Improving public transportation efficiency and reducing emissions.,Transportation Adaptation,Adaptive Transportation Systems,"Examples of initiatives include working with METRO to streamline rider apps, bus tracking, and route optimization;","Examples of initiatives include working with METRO to streamline rider apps, bus tracking, and route optimization;",The initiative involves streamlining rider apps and implementing bus tracking and route optimization to enhance public transportation efficiency.,"The solution uses digital apps and tracking to optimize public transport, reducing emissions (mitigation) and improving service (adaptation).",0.9,"rider apps, bus tracking, route optimization
",In collaboration with METRO.,Both Climate Adaptation and Climate Mitigation,Huston-CAP-April2020.pdf,2025-02-03T00:50:54.788Z,No,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,The Category is recategorize from Transportation Adaptation to ,Transportation Adaptation,2025-02-09T21:43:29.000Z,Source: Huston-CAP-April2020.pdf + Page: 28+ solution: Streamlined Rider Apps and Bus Tracking,"Huston-CAP-April2020.pdf-28-Examples of initiatives include working with METRO to streamline rider apps, bus tracking, and route optimization;",2025-02-03T18:13:40.000Z,,,new category,,,,,,
recFsnBW3N8urWGij,2025-02-03T18:13:43.000Z,d31798d9-2247-4adc-90de-3c8f253a3e2c,Berkeley,28,Intelligent Micro-grid Networks,Energy reliability and resilience during grid disruptions,Infrastructure Adaptation,Smart Grid Management Systems,"The net-The nearby counties of Marin and Sonoma have investment in the local economy, and increase energy works would have intelligent operating systems with launched CCA programs.","The net-The nearby counties of Marin and Sonoma have investment in the local economy, and increase energy works would have intelligent operating systems with launched CCA programs.","The solution involves developing micro-grids with intelligent operating systems that can manage and distribute clean energy efficiently, enhancing energy reliability and resilience.",The intelligent micro-grid networks enhance resilience by ensuring energy supply during disruptions and support mitigation by integrating clean energy sources.,0.9,"intelligent operating systems
","The micro-grids would connect multiple public and private critical facilities, allowing them to share clean energy and operate independently from the main grid during disruptions.",Both Climate Adaptation and Climate Mitigation,Berkeley_Resilience_Strategy.pdf,2025-02-03T00:56:44.465Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Berkeley_Resilience_Strategy.pdf + Page: 28+ solution: Intelligent Micro-grid Networks,"Berkeley_Resilience_Strategy.pdf-28-The net-The nearby counties of Marin and Sonoma have investment in the local economy, and increase energy works would have intelligent operating systems with launched CCA programs.",2025-02-03T18:13:43.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
recFss3VWz6y2lrAj,2025-01-29T15:31:54.000Z,dd8ebe55-6200-43db-bc41-673ebb7a68de,Warsaw,277,Intelligent Energy Systems,Promoting renewable energy and enhancing energy system resilience,Infrastructure Adaptation,Smart Grid Management Systems,CODE 53. intelligent energy systems and related storage,"CODE 53. intelligent energy systems and related storage, 7.1 million EUR of grants from the European Regional Development Fund for more developed regions","Intelligent energy systems use digital technologies to optimize energy distribution and storage, enhancing the resilience and efficiency of energy infrastructure.","The solution involves intelligent energy systems, which are digital and smart technologies that optimize energy use and enhance system resilience, addressing both adaptation and mitigation.",0.9,"intelligent energy systems
",7.1 million EUR of grants from the European Regional Development Fund for more developed regions,Both Climate Adaptation and Climate Mitigation,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf,2025-01-28T23:20:49.021Z,Yes,pending,Yes,Yes,Yes,"[""rec6EZstJhKvqO24R""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Warsaw_Zielona-Wizja-Warszawy-ENG.pdf + Page: 277+ solution: Intelligent Energy Systems,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf-277-CODE 53. intelligent energy systems and related storage,2025-01-29T15:31:54.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
recFsxeGQxGClmM30,2025-02-18T16:17:41.000Z,a7495511-0af0-4e86-886d-db204d0a2042,New York,324,Innovative Resiliency Technologies Deployment,Increasing flood resiliency in building systems for small businesses.,Infrastructure Adaptation,Flood Protection Systems,The City launched a competition and expects to award $30 million to deploy innovative resiliency technologies at small business locations.,"In August 2014, RISE: NYC selected 27 technologies as finalists in the program. These finalists had the opportunity to participate in a public Technology Demo Night on October 7, 2014.",A competition to identify and deploy innovative resiliency technologies aimed at improving flood resilience in small business locations.,"The initiative explicitly mentions deploying 'innovative resiliency technologies,' which implies the use of modern, potentially digital or smart systems to enhance flood resilience. However, specific technological components are not detailed.",0.7,"innovative resiliency technologies
",The program selected 27 technologies as finalists and provided a platform for public demonstration.,Climate Adaptation,New-York-City-Resilience-Strategy-English.pdf,2025-02-15T12:18:54.267Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Infrastructure Adaptation to ,Infrastructure Adaptation,2025-02-18T16:17:41.000Z,Source: New-York-City-Resilience-Strategy-English.pdf + Page: 324+ solution: Innovative Resiliency Technologies Deployment,New-York-City-Resilience-Strategy-English.pdf-324-The City launched a competition and expects to award $30 million to deploy innovative resiliency technologies at small business locations.,2025-02-18T16:17:41.000Z,,,,,,,,,
recFt0DgggT9FMhKD,2025-01-29T15:31:52.000Z,e75fe4c5-2aac-46b6-8091-a514572620af,Warsaw,245,Zero-emission public transport with real-time information,Improving public transport efficiency and reducing emissions,Infrastructure Adaptation,Smart Grid Management Systems,"displaying information about the departure times of trains, trams and buses from the nearest stop in means of transport","In addition, further delineation of new bus lanes, displaying information about the departure times of trains, trams and buses from the nearest stop in means of transport is planned to improve the quality and efficiency of public transport.","The solution involves displaying real-time departure information for public transport, enhancing the efficiency and user experience of zero-emission public transport systems.","The solution uses real-time information systems to improve public transport efficiency, which supports both adaptation by enhancing transport resilience and mitigation by promoting zero-emission transport.",0.8,"displaying information about the departure times
",The city plans to implement this as part of its public transport improvements.,Both Climate Adaptation and Climate Mitigation,Warsaw_Zielona-Wizja-Warszawy-ENG.pdf,2025-01-28T23:19:07.926Z,Yes,pending,Yes,Yes,Yes,"[""rec6EZstJhKvqO24R""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Warsaw_Zielona-Wizja-Warszawy-ENG.pdf + Page: 245+ solution: Zero-emission public transport with real-time information,"Warsaw_Zielona-Wizja-Warszawy-ENG.pdf-245-displaying information about the departure times of trains, trams and buses from the nearest stop in means of transport",2025-01-29T15:31:52.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
