id,createdTime,Subcategory Name,Created Date,Status,Parent Category,Taxonomy Version,Last Updated,Solutions
rec6jar28vdxQjSfU,2025-01-28T07:45:35.000Z,Building Energy Management Systems,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recFMCH25KWtvAtAn"",""recyi3JdtrW7c6Ipg"",""rec7OOfYPfUmK1tHk"",""recoDdshWOLqIg07b"",""recgA2Hav9cRWbeGo"",""recFoKZaaNPcZ5YPp"",""recYrqbEAkGrBGHEJ"",""recnuVznIhpcuUstx"",""recnXXk1NGW7jGHey"",""recn2pU68eiJ2edZ6"",""recvZs7uLioVskZzD"",""recYXP5O1tFiOPDNC"",""rec0tLWbt6QFzEwLO"",""recyAfxRzbEtt7qVd"",""recrN6OT8Z8yIokPH"",""recQ11oSQ1VyADqQC"",""recYPfoaYAs4fVPHc"",""recJ22WRPLkyr6V5d"",""recax0FPcN7fkZDhV"",""recoI8jnKlg8tKZUM"",""recv2b1tRedCZXXPp"",""recxPWbzAamHDZXGJ"",""recWmpQJepn8mEWEc"",""recwEwrbK4UJgkR5p"",""recGIqXXMGpqEV3Ro"",""recrPxuY6Vqwlrksy"",""recWkgDScpC5eUUa6"",""rec5x04cD3JPk58B8"",""recM7bMzmlshgLJjA"",""recx5L76xOVj2bpLl"",""recg5lD1WsmBXZw3g"",""reclNTvJei34GIHxP"",""reclY5teDTkgCWQiw"",""rectMmDGI9JeYW1Z7"",""recSzUkStewqUsAke"",""recOnFBCeyUYnvQVn"",""recMr6NjPUQFFJnXj"",""recnGCJRBcfKiam7L"",""recNDSEnTXO41MZXi"",""recINuwGtqKFRReeu"",""recJlGwgCpol79dmA"",""recmPkpjmDRFSxXZ6"",""reccaAmTRh7YRuVGm"",""recDZs7F4HzrQjzcp"",""recp0ORiIJcm6T1zU"",""recxAUc3uL14B2as0"",""recKNWoFyE0EOgR0R"",""recq33aW6Yt4OqQeL"",""reckfXn6acERdWeGy"",""recGqa559DUy3dzci"",""recIfMy8DAW0iJsiA"",""recjfaAkYuffHuEGw"",""reck6bx0yMUpua55h"",""recZ1BhIPQUdK5h0j"",""rec12CO2FcYXEkYoW"",""rec43JhroGxSN08Gs"",""recFdWnK4HVht6pMg"",""recvSpWAkrxr88sh3"",""recrppGvZMXe94PgR"",""recn37DRe1lpr7vbm"",""rec7sG74oAysSiHwk"",""rect24zYBnQd99v0d"",""recby33O1Bj59KZYs"",""recXxcfE246hp4EQx"",""recoD30Z5sJyb4djV"",""recljcW4jtmsAHOYd"",""recMNXrK1UjY3OVRp"",""recQeXssEX9yFoTxl"",""recnIbhAmx1RgDK2r"",""rec5PPMBC43gvjTqj"",""rec7VEYArrFFk52nC"",""recdPKPy0nDMI9i0p"",""recwoxjFBBe5tjZTC"",""recIaZyiRrnCUmW8z"",""reccjK9SOdH1aFgFq"",""recgcBUFuN3VtaFbK"",""recCVnmfOY59v7c3J"",""recQotT1CwNnteeM1"",""recpjjMgolflbbuIV"",""recngI5KVhF80yHER"",""recoE1S51RqC7G2xn"",""rec6rZbudxZ44dq3c"",""rechz5fJ3IqidX0RR"",""recKHQuHDOY8tspc4"",""rec9omNzNQkGq5R5y"",""recpb3L2KZqBEzK4K"",""recgQD7hz4a6C5HyM"",""recVrFHZwgqH8SduP""]"
rec6pV62iy82FcoXQ,2025-01-28T07:45:59.000Z,Business Continuity Platforms,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recKd5eeuUOWPh2F4"",""receHVRO7Fde4dBt0""]"
rec6tA7tPlo2qdS4G,2025-01-28T07:45:51.000Z,Seed Bank Management,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:51.000Z,
rec6tktRjSfvkzubD,2025-01-28T07:45:29.000Z,Vulnerability Mapping Software,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recakRkEJSmyDjasR"",""recKWkaapI1u1f5Po"",""rec9jFajIRRLEKikK"",""rec3TYNFc8RbZq1Cy"",""recj12R1SV0OfbZjX"",""recWHN6bMy9dNvSd5"",""recGi0jOUiruP2pEC"",""recoJGPomC2FBQT4h"",""recsvqYNq01rrrkJN"",""recRUjEpksShIracX"",""rec2hxB5GX4rzDtcJ""]"
rec7Y8Or764ZCbLcv,2025-01-28T07:45:53.000Z,Recovery Financing Systems,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-01-28T07:45:53.000Z,
rec7l4SMPy0alIkTb,2025-01-28T07:45:45.000Z,Predictive Maintenance Systems,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recNqGR61oPeIJCaU""]"
rec7yCGu70fCVrsHO,2025-01-28T07:45:28.000Z,Wildfire Detection Systems,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""reciVnRK0uKMJ6QtD"",""recaFc3nCYnP80kxd"",""rec2E2Tt5iTmg34Is""]"
rec8LQ3UtGG9ODKYb,2025-01-28T07:45:32.000Z,Drought-Resistant Water Infrastructure,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-01-28T07:45:32.000Z,
rec8WfG7K1M2OxDtl,2025-01-28T07:45:52.000Z,Livestock Management Systems,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:52.000Z,
rec97hpNS9tFrlZ1c,2025-01-28T07:46:00.000Z,Adaptation Project Evaluation,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:00.000Z,
rec9XOkbFYOz5b0hB,2025-01-28T07:46:02.000Z,Resilient Development Planning,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:02.000Z,
rec9wIilhDq1tOCGu,2025-01-28T07:45:50.000Z,Food Transport Tracking,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:50.000Z,
recA3JJvRva9S4g6r,2025-01-28T07:46:00.000Z,Insurance Modeling Systems,2025-01-28,Active,"[""recL0YYzJkzLRAX9A""]",V_01-28-2025-00-00-00,2025-01-28T07:46:00.000Z,
recA65SBaYO7EFOxX,2025-01-28T07:45:57.000Z,Progress Monitoring Tools,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recA3GACpik4WSWqc"",""recCLBju9m9lrnE4r"",""recDxSRfCVjAOeydp"",""recMh7x0dd6dXWCXF"",""reck94UmUGchWHqY1"",""recuX3wsh7tU7D9Y6"",""recZQWsrNNgR62Usx"",""reccqVskobgPoNmef"",""recMpIabTocKNjml2""]"
recAIAl0lWyixDp3V,2025-01-28T07:45:37.000Z,Disaster Response Coordination,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recDbkfoPurpCoBV9""]"
recBR90U9jvFOx4Gr,2025-01-28T07:45:46.000Z,Disease Surveillance Platforms,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recWvdm9rf4WpoOx0"",""recrqCkXW2gJmsgWn"",""recZG3hqH7oWIqQtT"",""rec2Q4EvPJY2m9Grr""]"
recBRmvqGOBLsfI09,2025-01-28T07:45:40.000Z,Urban Habitat Connectivity,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recIHfOCxLFUC5H2m"",""rec8XiJ9nkfUnPe6h"",""recooevkTKM1JogVp"",""reclFjcUS5o17Sv6u""]"
recBaXzOMeMsGuBdz,2025-01-28T07:45:40.000Z,Urban Forest Management,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recFkbpSZtAle7qFz"",""recSLRWlNupA3HhC5"",""recRjjI9HuI3a5eQV"",""receRSpY7Z3V4Q8vi""]"
recCQtfgXylOcXeC7,2025-01-28T07:45:41.000Z,Marine Ecosystem Monitoring,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recUCnSEmn5koiIPe""]"
recCUbEoy1UPRDJ7s,2025-01-28T07:45:49.000Z,Soil Health Tracking,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-28T07:45:49.000Z,
recCWD75OxckE43LP,2025-01-28T07:45:39.000Z,Habitat Monitoring Platforms,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recdEcahZyqtFkGzH"",""reccuZkGtsom2gnQR"",""rec5gYX0bHiLqmwIj"",""recvTC34d8c3vGIeg"",""recD2Z1YlyQbuxEtj"",""recNzZyzH0S6MKOsc"",""recnhJA1OKg9bmWvu"",""recth5VJSRryg8szn"",""recThKHXjvitiDnOT"",""recrmEIb3wdvwSirE"",""reccHiqTGDHAQsU7v"",""recMy9J4fP6LWm4vY"",""recALoE3COnCOvzap"",""recTlxmPDk7EdZOeA"",""reccLy891ZOvshAPZ"",""reclfCBLkkPzbLvml"",""rec7onTXFlGfPh19z""]"
recCyYcu2OIhjs9Aa,2025-01-28T07:45:27.000Z,Severe Weather Warning Systems,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recj9UuOMMAWLdDOY"",""rec1BhSfGLKfCGE05"",""recnfjz9Fo0QSgPIf"",""recdyTNfwXQUKn6l6"",""recPJ85hZP07VcFYp""]"
recErB9g48nn7tskP,2025-01-28T07:45:58.000Z,Adaptation Mainstreaming Tools,2025-01-28,Active,"[""reczirxn83VMd6Ynt""]",V_01-28-2025-00-00-00,2025-01-28T07:45:58.000Z,
recEwVK094oGTVF3U,2025-01-28T07:45:29.000Z,Risk Assessment Tools,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recmiuZFkVSuToZ6e"",""recAHUuCbFclsmG3J"",""rec3SSwVk19hJP7tR"",""rec3iWPUWiwGXmr0O"",""rec2AdMuoZmFtmdDI"",""recJuA9aA3GIhW9xN""]"
recF8kgjPNTPPRme8,2025-01-28T07:45:42.000Z,Ecosystem Service Valuation Tools,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recvPoOd2SebhK9aQ""]"
recFFNdzBeDKMlqBF,2025-01-28T07:45:39.000Z,Ecosystem Health Assessment,2025-01-28,Active,"[""reciGjhvWmulaMj4S""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recW1Yk7oeUTD2Vj7"",""recCh9gfFrcDllaTy""]"
recFLXBwAWm5cJuEK,2025-01-28T07:45:44.000Z,Quality Testing Networks,2025-01-28,Active,"[""recxG8gMU2ifwGwIX""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""rec6cxspSfVeT6ppO"",""rechpE0z7sujwEfws""]"
recFQYElv4J0OrW6Y,2025-01-28T07:45:51.000Z,Pest Monitoring Systems,2025-01-28,Active,"[""reczWby8ynKcMq1CD""]",V_01-28-2025-00-00-00,2025-01-29T15:29:00.000Z,
recFVL8HpmKQWPR0f,2025-01-28T07:45:46.000Z,Health Alert Systems,2025-01-28,Active,"[""rechqr3Zono6Xqmcq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recU5UnpmneRzJA4p"",""recyRCxdlZpUFIhPF"",""recBBpeDuXoKphIJD"",""recMDbBH4SVJMNqwc""]"
recFaYH0x4YajtYMl,2025-01-28T07:45:30.000Z,Landslide Monitoring Networks,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recjGktLEGvtiJ427"",""recn0OgJqep8Jwd1Q"",""rechcfBDTLBFkc3BY"",""recGm43VKu23rh6pw""]"
recFcN5z4VbRkqv0c,2025-01-28T07:45:31.000Z,Multi-Hazard Integration Platforms,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recwk4QBcH1GM7d1s"",""recyj1Dq8o0Cn34fb"",""recdhjEwxDR8TGRbs"",""reccarkLxBXf2ktmV"",""rec80p19oMgbCv1iZ"",""rec2QOTj7HC3xXmkj""]"
recFsj60LdN88oQR2,2025-01-28T07:45:34.000Z,Coastal Defense Systems,2025-01-28,Active,"[""recW69WCUlbIveX6W""]",V_01-28-2025-00-00-00,2025-01-28T07:45:34.000Z,
recFwi0W0jumE4TzI,2025-01-28T07:45:54.000Z,Volunteer Coordination Tools,2025-01-28,Active,"[""recsKvsr32KNM9vvq""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recblqKRWri5pPPH8"",""rec2YKfvJ40BeGeXb""]"
recG6Yl8QvY8Dhcdq,2025-01-28T07:45:37.000Z,Reconstruction Management Tools,2025-01-28,Active,"[""recz2FK1dAxPB2MvE""]",V_01-28-2025-00-00-00,2025-01-28T07:45:37.000Z,
recGAkb4Pp2LA6HoF,2025-01-28T07:45:27.000Z,Flood Alert Networks,2025-01-28,Active,"[""recZlMwcic72dQQ2g""]",V_01-28-2025-00-00-00,2025-02-09T21:43:29.000Z,"[""recxIbNGLl28JlQ9b"",""recDGujSBLQ64fPbq"",""recfaTQd7SOpiJPdR"",""recdBCXQSyBTHO9AD"",""recFrUBjR4jZd2za5"",""recjMCt5E56lOR9vS"",""recyZS3cvGlZH04DL"",""recIJuPcbVWIQyb7c"",""recmDhPZjwccK9BDr"",""recYp9qxwW6IPDdcy"",""rec3cv3NRNUkpAEMh"",""reca5xIy8fQErZRV8"",""recbXb1bf5oRu058t"",""recUDBwSQlGTM1y5o"",""rectx7gresMH80jvc"",""rec3qnHYU3wCBcAeg"",""reclSesRmtilgAhJI"",""recVwmrT6R9TcyfF6"",""recnGD4HpmiauRitp"",""recnYVEU6SiiOfxIc"",""rec9NbgAYAyxRyr3J"",""recJPfRyMXRKIEOw7"",""rec2saxLJZVsdykYg"",""rec9P5Pw6LX0p5KqQ"",""recC9f5wVC7adlihG"",""recbjsu7yiQIh43CY"",""recVkWXUVagLsFcrd"",""reci0KYkVVItB91kp"",""recDhNbCd8VHD5Rrf""]"
